Id,GEOID,Geography,County,State,Total; Estimate; Population for whom poverty status is determined,Below poverty level; Estimate; Population for whom poverty status is determined,poverty_percent
1400000US48201230400,48201230400,Census Tract 2304, Harris County, Texas,3322,1207,0.36333534
1400000US48201230500,48201230500,Census Tract 2305, Harris County, Texas,3702,768,0.207455429
1400000US48201230600,48201230600,Census Tract 2306, Harris County, Texas,2722,897,0.329537105
1400000US48201230700,48201230700,Census Tract 2307, Harris County, Texas,2356,816,0.346349745
1400000US48201230800,48201230800,Census Tract 2308, Harris County, Texas,2686,445,0.165673864
1400000US48201230900,48201230900,Census Tract 2309, Harris County, Texas,3807,1159,0.304439191
1400000US48201231000,48201231000,Census Tract 2310, Harris County, Texas,4047,974,0.240672103
1400000US48201231100,48201231100,Census Tract 2311, Harris County, Texas,4860,1447,0.297736626
1400000US48201231200,48201231200,Census Tract 2312, Harris County, Texas,7683,2941,0.38279318
1400000US48201231300,48201231300,Census Tract 2313, Harris County, Texas,4489,1384,0.3083092
1400000US48201231400,48201231400,Census Tract 2314, Harris County, Texas,2836,408,0.143864598
1400000US48201231500,48201231500,Census Tract 2315, Harris County, Texas,2564,581,0.226599064
1400000US48201231600,48201231600,Census Tract 2316, Harris County, Texas,2755,441,0.160072595
1400000US48201231700,48201231700,Census Tract 2317, Harris County, Texas,3444,821,0.238385598
1400000US48201231800,48201231800,Census Tract 2318, Harris County, Texas,2646,696,0.263038549
1400000US48201231900,48201231900,Census Tract 2319, Harris County, Texas,6034,1568,0.259860789
1400000US48201232000,48201232000,Census Tract 2320, Harris County, Texas,3654,695,0.190202518
1400000US48201232100,48201232100,Census Tract 2321, Harris County, Texas,2739,889,0.324571011
1400000US48201232200,48201232200,Census Tract 2322, Harris County, Texas,11791,1741,0.147654991
1400000US48201232301,48201232301,Census Tract 2323.01, Harris County, Texas,9275,3124,0.336819407
1400000US48201232302,48201232302,Census Tract 2323.02, Harris County, Texas,9690,1406,0.145098039
1400000US48201232401,48201232401,Census Tract 2324.01, Harris County, Texas,8289,1304,0.157316926
1400000US48201232402,48201232402,Census Tract 2324.02, Harris County, Texas,3598,918,0.255141745
1400000US48201232403,48201232403,Census Tract 2324.03, Harris County, Texas,3918,808,0.206227667
1400000US48201232500,48201232500,Census Tract 2325, Harris County, Texas,2842,618,0.217452498
1400000US48201232600,48201232600,Census Tract 2326, Harris County, Texas,2987,193,0.064613324
1400000US48201232701,48201232701,Census Tract 2327.01, Harris County, Texas,7728,2443,0.316123188
1400000US48201232702,48201232702,Census Tract 2327.02, Harris County, Texas,5405,1879,0.347641073
1400000US48201232800,48201232800,Census Tract 2328, Harris County, Texas,5345,934,0.17474275
1400000US48201232900,48201232900,Census Tract 2329, Harris County, Texas,7928,1293,0.163092836
1400000US48201233001,48201233001,Census Tract 2330.01, Harris County, Texas,2844,747,0.262658228
1400000US48201233002,48201233002,Census Tract 2330.02, Harris County, Texas,4412,646,0.146418858
1400000US48201233003,48201233003,Census Tract 2330.03, Harris County, Texas,2545,81,0.031827112
1400000US48201233101,48201233101,Census Tract 2331.01, Harris County, Texas,3819,963,0.252160251
1400000US48201233102,48201233102,Census Tract 2331.02, Harris County, Texas,7292,3120,0.427866155
1400000US48201233103,48201233103,Census Tract 2331.03, Harris County, Texas,5386,2043,0.379316747
1400000US48201233200,48201233200,Census Tract 2332, Harris County, Texas,6032,1224,0.202917772
1400000US48201233300,48201233300,Census Tract 2333, Harris County, Texas,5569,1206,0.216555935
1400000US48201233400,48201233400,Census Tract 2334, Harris County, Texas,2420,632,0.261157025
1400000US48201233500,48201233500,Census Tract 2335, Harris County, Texas,8126,2492,0.306669948
1400000US48201233600,48201233600,Census Tract 2336, Harris County, Texas,2089,812,0.388702729
1400000US48201233701,48201233701,Census Tract 2337.01, Harris County, Texas,5240,787,0.15019084
1400000US48201233702,48201233702,Census Tract 2337.02, Harris County, Texas,3299,841,0.254925735
1400000US48201233703,48201233703,Census Tract 2337.03, Harris County, Texas,2375,456,0.192
1400000US48201240100,48201240100,Census Tract 2401, Harris County, Texas,3923,1606,0.409380576
1400000US48201240400,48201240400,Census Tract 2404, Harris County, Texas,6919,2076,0.300043359
1400000US48201240501,48201240501,Census Tract 2405.01, Harris County, Texas,6400,2261,0.35328125
1400000US48201240502,48201240502,Census Tract 2405.02, Harris County, Texas,4958,1935,0.390278338
1400000US48201240600,48201240600,Census Tract 2406, Harris County, Texas,2672,1247,0.466691617
1400000US48201240701,48201240701,Census Tract 2407.01, Harris County, Texas,15202,1216,0.079989475
1400000US48201240702,48201240702,Census Tract 2407.02, Harris County, Texas,11228,2037,0.181421446
1400000US48201240801,48201240801,Census Tract 2408.01, Harris County, Texas,6702,2409,0.359444942
1400000US48201240802,48201240802,Census Tract 2408.02, Harris County, Texas,3526,779,0.220930233
1400000US48201240901,48201240901,Census Tract 2409.01, Harris County, Texas,8513,669,0.078585692
1400000US48201240902,48201240902,Census Tract 2409.02, Harris County, Texas,12210,1576,0.129074529
1400000US48201241000,48201241000,Census Tract 2410, Harris County, Texas,8383,950,0.113324585
1400000US48201241101,48201241101,Census Tract 2411.01, Harris County, Texas,4436,482,0.108656447
1400000US48201241102,48201241102,Census Tract 2411.02, Harris County, Texas,11901,1992,0.167380892
1400000US48201241103,48201241103,Census Tract 2411.03, Harris County, Texas,4361,499,0.114423297
1400000US48201241200,48201241200,Census Tract 2412, Harris County, Texas,7009,705,0.100584962
1400000US48201241300,48201241300,Census Tract 2413, Harris County, Texas,11475,490,0.042701525
1400000US48201241400,48201241400,Census Tract 2414, Harris County, Texas,8158,239,0.029296396
1400000US48201241500,48201241500,Census Tract 2415, Harris County, Texas,9284,2253,0.242675571
1400000US48201250100,48201250100,Census Tract 2501, Harris County, Texas,8321,1002,0.120418219
1400000US48201250200,48201250200,Census Tract 2502, Harris County, Texas,8727,1465,0.167869829
1400000US48201250301,48201250301,Census Tract 2503.01, Harris County, Texas,5572,530,0.095118449
1400000US48201250302,48201250302,Census Tract 2503.02, Harris County, Texas,9604,292,0.030403998
1400000US48201250401,48201250401,Census Tract 2504.01, Harris County, Texas,11653,399,0.03424011
1400000US48201250402,48201250402,Census Tract 2504.02, Harris County, Texas,14376,351,0.024415693
1400000US48201250500,48201250500,Census Tract 2505, Harris County, Texas,5464,351,0.064238653
1400000US48201250600,48201250600,Census Tract 2506, Harris County, Texas,7293,2136,0.292883587
1400000US48201250701,48201250701,Census Tract 2507.01, Harris County, Texas,5822,776,0.13328753
1400000US48201250702,48201250702,Census Tract 2507.02, Harris County, Texas,4596,260,0.056570931
1400000US48201250800,48201250800,Census Tract 2508, Harris County, Texas,8106,240,0.029607698
1400000US48201250900,48201250900,Census Tract 2509, Harris County, Texas,9746,297,0.030474041
1400000US48201251000,48201251000,Census Tract 2510, Harris County, Texas,2940,256,0.08707483
1400000US48201251100,48201251100,Census Tract 2511, Harris County, Texas,7673,365,0.047569399
1400000US48201251200,48201251200,Census Tract 2512, Harris County, Texas,6553,940,0.14344575
1400000US48201251300,48201251300,Census Tract 2513, Harris County, Texas,7328,666,0.090884279
1400000US48201251401,48201251401,Census Tract 2514.01, Harris County, Texas,2568,20,0.007788162
1400000US48201251402,48201251402,Census Tract 2514.02, Harris County, Texas,6227,657,0.10550827
1400000US48201251501,48201251501,Census Tract 2515.01, Harris County, Texas,5570,299,0.053680431
1400000US48201251502,48201251502,Census Tract 2515.02, Harris County, Texas,9709,194,0.019981461
1400000US48201251503,48201251503,Census Tract 2515.03, Harris County, Texas,2144,44,0.020522388
1400000US48201251600,48201251600,Census Tract 2516, Harris County, Texas,5649,295,0.052221632
1400000US48201251700,48201251700,Census Tract 2517, Harris County, Texas,7918,885,0.111770649
1400000US48201251800,48201251800,Census Tract 2518, Harris County, Texas,1834,27,0.014721919
1400000US48201251901,48201251901,Census Tract 2519.01, Harris County, Texas,9527,533,0.055946258
1400000US48201251902,48201251902,Census Tract 2519.02, Harris County, Texas,4907,337,0.0686774
1400000US48201252000,48201252000,Census Tract 2520, Harris County, Texas,12794,495,0.038690011
1400000US48201252100,48201252100,Census Tract 2521, Harris County, Texas,1913,20,0.010454783
1400000US48201252200,48201252200,Census Tract 2522, Harris County, Texas,7570,1302,0.171994716
1400000US48201252301,48201252301,Census Tract 2523.01, Harris County, Texas,8869,1596,0.179952644
1400000US48201252302,48201252302,Census Tract 2523.02, Harris County, Texas,12210,1330,0.108927109
1400000US48201252400,48201252400,Census Tract 2524, Harris County, Texas,7013,1293,0.184371881
1400000US48201252500,48201252500,Census Tract 2525, Harris County, Texas,4931,1954,0.396268505
1400000US48201252600,48201252600,Census Tract 2526, Harris County, Texas,7000,2907,0.415285714
1400000US48201252700,48201252700,Census Tract 2527, Harris County, Texas,4206,856,0.203518783
1400000US48201252800,48201252800,Census Tract 2528, Harris County, Texas,6275,1496,0.238406375
1400000US48201252900,48201252900,Census Tract 2529, Harris County, Texas,8195,1130,0.137888957
1400000US48201253000,48201253000,Census Tract 2530, Harris County, Texas,3359,348,0.103602263
1400000US48201253100,48201253100,Census Tract 2531, Harris County, Texas,9371,595,0.063493757
1400000US48201253200,48201253200,Census Tract 2532, Harris County, Texas,9016,2313,0.256543922
1400000US48201253300,48201253300,Census Tract 2533, Harris County, Texas,3669,225,0.061324612
1400000US48201253400,48201253400,Census Tract 2534, Harris County, Texas,584,99,0.169520548
1400000US48201253500,48201253500,Census Tract 2535, Harris County, Texas,8240,1294,0.157038835
1400000US48201253600,48201253600,Census Tract 2536, Harris County, Texas,5102,1411,0.276558212
1400000US48201253700,48201253700,Census Tract 2537, Harris County, Texas,5367,1070,0.199366499
1400000US48201253800,48201253800,Census Tract 2538, Harris County, Texas,7707,2023,0.262488647
1400000US48201253900,48201253900,Census Tract 2539, Harris County, Texas,3955,728,0.184070796
1400000US48201254000,48201254000,Census Tract 2540, Harris County, Texas,4134,875,0.21165941
1400000US48201254100,48201254100,Census Tract 2541, Harris County, Texas,5280,1292,0.24469697
1400000US48201254200,48201254200,Census Tract 2542, Harris County, Texas,2706,325,0.120103474
1400000US48201254300,48201254300,Census Tract 2543, Harris County, Texas,4711,1337,0.283803863
1400000US48201254400,48201254400,Census Tract 2544, Harris County, Texas,3009,1089,0.361914257
1400000US48201254500,48201254500,Census Tract 2545, Harris County, Texas,2628,589,0.22412481
1400000US48201254600,48201254600,Census Tract 2546, Harris County, Texas,4579,1295,0.282812841
1400000US48201254700,48201254700,Census Tract 2547, Harris County, Texas,2784,171,0.061422414
1400000US48201310100,48201310100,Census Tract 3101, Harris County, Texas,5816,2704,0.464924347
1400000US48201310200,48201310200,Census Tract 3102, Harris County, Texas,1725,239,0.138550725
1400000US48201310300,48201310300,Census Tract 3103, Harris County, Texas,4942,740,0.149736949
1400000US48201310400,48201310400,Census Tract 3104, Harris County, Texas,3727,1333,0.357660317
1400000US48201310500,48201310500,Census Tract 3105, Harris County, Texas,4940,1540,0.311740891
1400000US48201310600,48201310600,Census Tract 3106, Harris County, Texas,5729,1272,0.222028277
1400000US48201310700,48201310700,Census Tract 3107, Harris County, Texas,4130,1260,0.305084746
1400000US48201310800,48201310800,Census Tract 3108, Harris County, Texas,2896,972,0.335635359
1400000US48201310900,48201310900,Census Tract 3109, Harris County, Texas,5291,1786,0.337554338
1400000US48201311000,48201311000,Census Tract 3110, Harris County, Texas,7477,2888,0.38625117
1400000US48201311100,48201311100,Census Tract 3111, Harris County, Texas,5999,1090,0.181696949
1400000US48201311200,48201311200,Census Tract 3112, Harris County, Texas,5534,2050,0.370437297
1400000US48201311300,48201311300,Census Tract 3113, Harris County, Texas,5111,1070,0.209352377
1400000US48201311400,48201311400,Census Tract 3114, Harris County, Texas,2478,1027,0.414447135
1400000US48201311500,48201311500,Census Tract 3115, Harris County, Texas,7610,1699,0.22325887
1400000US48201311600,48201311600,Census Tract 3116, Harris County, Texas,3968,1527,0.384828629
1400000US48201311700,48201311700,Census Tract 3117, Harris County, Texas,5519,1855,0.336111614
1400000US48201311800,48201311800,Census Tract 3118, Harris County, Texas,4986,1701,0.341155235
1400000US48201311900,48201311900,Census Tract 3119, Harris County, Texas,2250,567,0.252
1400000US48201312000,48201312000,Census Tract 3120, Harris County, Texas,1935,571,0.295090439
1400000US48201312100,48201312100,Census Tract 3121, Harris County, Texas,0,0,#DIV/0!
1400000US48201312200,48201312200,Census Tract 3122, Harris County, Texas,2115,1266,0.59858156
1400000US48201312300,48201312300,Census Tract 3123, Harris County, Texas,1772,858,0.484198646
1400000US48201312400,48201312400,Census Tract 3124, Harris County, Texas,2060,623,0.302427184
1400000US48201312500,48201312500,Census Tract 3125, Harris County, Texas,3762,982,0.261031366
1400000US48201312600,48201312600,Census Tract 3126, Harris County, Texas,5709,571,0.100017516
1400000US48201312700,48201312700,Census Tract 3127, Harris County, Texas,1717,431,0.25101922
1400000US48201312800,48201312800,Census Tract 3128, Harris County, Texas,1241,740,0.596293312
1400000US48201312900,48201312900,Census Tract 3129, Harris County, Texas,3480,1221,0.350862069
1400000US48201313000,48201313000,Census Tract 3130, Harris County, Texas,2516,484,0.192368839
1400000US48201313100,48201313100,Census Tract 3131, Harris County, Texas,2695,301,0.111688312
1400000US48201313200,48201313200,Census Tract 3132, Harris County, Texas,3840,659,0.171614583
1400000US48201313300,48201313300,Census Tract 3133, Harris County, Texas,2484,770,0.309983897
1400000US48201313400,48201313400,Census Tract 3134, Harris County, Texas,2759,808,0.292859732
1400000US48201313500,48201313500,Census Tract 3135, Harris County, Texas,2557,970,0.379350802
1400000US48201313600,48201313600,Census Tract 3136, Harris County, Texas,4573,2126,0.46490269
1400000US48201313700,48201313700,Census Tract 3137, Harris County, Texas,2546,413,0.16221524
1400000US48201313800,48201313800,Census Tract 3138, Harris County, Texas,4579,1821,0.397685084
1400000US48201313900,48201313900,Census Tract 3139, Harris County, Texas,4400,1085,0.246590909
1400000US48201314001,48201314001,Census Tract 3140.01, Harris County, Texas,2759,542,0.196447988
1400000US48201314002,48201314002,Census Tract 3140.02, Harris County, Texas,6843,2188,0.319742803
1400000US48201314300,48201314300,Census Tract 3143, Harris County, Texas,4006,1023,0.25536695
1400000US48201314400,48201314400,Census Tract 3144, Harris County, Texas,3249,700,0.215450908
1400000US48201320100,48201320100,Census Tract 3201, Harris County, Texas,2601,719,0.276432141
1400000US48201320200,48201320200,Census Tract 3202, Harris County, Texas,7284,2501,0.343355299
1400000US48201320500,48201320500,Census Tract 3205, Harris County, Texas,5155,910,0.176527643
1400000US48201320601,48201320601,Census Tract 3206.01, Harris County, Texas,2659,995,0.374200827
1400000US48201320602,48201320602,Census Tract 3206.02, Harris County, Texas,4336,1201,0.276983395
1400000US48201320700,48201320700,Census Tract 3207, Harris County, Texas,3662,649,0.17722556
1400000US48201320800,48201320800,Census Tract 3208, Harris County, Texas,5936,1803,0.303739892
1400000US48201320900,48201320900,Census Tract 3209, Harris County, Texas,7138,1731,0.242504903
1400000US48201321000,48201321000,Census Tract 3210, Harris County, Texas,7997,1586,0.198324372
1400000US48201321100,48201321100,Census Tract 3211, Harris County, Texas,8031,911,0.113435438
1400000US48201321200,48201321200,Census Tract 3212, Harris County, Texas,3880,1735,0.447164948
1400000US48201321300,48201321300,Census Tract 3213, Harris County, Texas,5541,1637,0.295434037
1400000US48201321401,48201321401,Census Tract 3214.01, Harris County, Texas,4207,1454,0.345614452
1400000US48201321402,48201321402,Census Tract 3214.02, Harris County, Texas,4396,1077,0.24499545
1400000US48201321500,48201321500,Census Tract 3215, Harris County, Texas,2613,1152,0.44087256
1400000US48201321600,48201321600,Census Tract 3216, Harris County, Texas,6984,1377,0.197164948
1400000US48201321700,48201321700,Census Tract 3217, Harris County, Texas,3282,418,0.127361365
1400000US48201321800,48201321800,Census Tract 3218, Harris County, Texas,4094,1018,0.248656571
1400000US48201321900,48201321900,Census Tract 3219, Harris County, Texas,6060,1253,0.206765677
1400000US48201322000,48201322000,Census Tract 3220, Harris County, Texas,5074,2328,0.458809618
1400000US48201322100,48201322100,Census Tract 3221, Harris County, Texas,4188,1386,0.330945559
1400000US48201322200,48201322200,Census Tract 3222, Harris County, Texas,1544,182,0.117875648
1400000US48201322600,48201322600,Census Tract 3226, Harris County, Texas,5771,659,0.114191648
1400000US48201322700,48201322700,Census Tract 3227, Harris County, Texas,7284,1382,0.189730917
1400000US48201322800,48201322800,Census Tract 3228, Harris County, Texas,6219,1498,0.240874739
1400000US48201322900,48201322900,Census Tract 3229, Harris County, Texas,4058,871,0.214637753
1400000US48201323000,48201323000,Census Tract 3230, Harris County, Texas,5779,2586,0.447482263
1400000US48201323100,48201323100,Census Tract 3231, Harris County, Texas,3617,1557,0.430467238
1400000US48201323200,48201323200,Census Tract 3232, Harris County, Texas,5076,985,0.194050433
1400000US48201323300,48201323300,Census Tract 3233, Harris County, Texas,3142,939,0.298854233
1400000US48201323400,48201323400,Census Tract 3234, Harris County, Texas,7365,2426,0.329395791
1400000US48201323500,48201323500,Census Tract 3235, Harris County, Texas,4966,2219,0.446838502
1400000US48201323600,48201323600,Census Tract 3236, Harris County, Texas,8437,1134,0.134407965
1400000US48201323701,48201323701,Census Tract 3237.01, Harris County, Texas,4358,470,0.107847637
1400000US48201323702,48201323702,Census Tract 3237.02, Harris County, Texas,3152,404,0.128172589
1400000US48201323801,48201323801,Census Tract 3238.01, Harris County, Texas,3323,61,0.018356906
1400000US48201323802,48201323802,Census Tract 3238.02, Harris County, Texas,5051,1221,0.24173431
1400000US48201323900,48201323900,Census Tract 3239, Harris County, Texas,3771,1238,0.328294882
1400000US48201324000,48201324000,Census Tract 3240, Harris County, Texas,5458,449,0.082264566
1400000US48201324100,48201324100,Census Tract 3241, Harris County, Texas,5479,1739,0.317393685
1400000US48201324200,48201324200,Census Tract 3242, Harris County, Texas,1799,627,0.348526959
1400000US48201330100,48201330100,Census Tract 3301, Harris County, Texas,8958,2765,0.308662648
1400000US48201330200,48201330200,Census Tract 3302, Harris County, Texas,4407,1514,0.343544361
1400000US48201330301,48201330301,Census Tract 3303.01, Harris County, Texas,7406,905,0.122198218
1400000US48201330302,48201330302,Census Tract 3303.02, Harris County, Texas,5455,979,0.179468378
1400000US48201330303,48201330303,Census Tract 3303.03, Harris County, Texas,4193,721,0.171953255
1400000US48201330400,48201330400,Census Tract 3304, Harris County, Texas,4963,1100,0.221640137
1400000US48201330500,48201330500,Census Tract 3305, Harris County, Texas,4268,1314,0.30787254
1400000US48201330600,48201330600,Census Tract 3306, Harris County, Texas,6582,1317,0.200091158
1400000US48201330700,48201330700,Census Tract 3307, Harris County, Texas,8824,2064,0.233907525
1400000US48201330800,48201330800,Census Tract 3308, Harris County, Texas,10399,1399,0.134532167
1400000US48201330900,48201330900,Census Tract 3309, Harris County, Texas,8076,1148,0.142149579
1400000US48201331100,48201331100,Census Tract 3311, Harris County, Texas,2830,764,0.269964664
1400000US48201331200,48201331200,Census Tract 3312, Harris County, Texas,3179,1100,0.346020761
1400000US48201331300,48201331300,Census Tract 3313, Harris County, Texas,5506,1769,0.32128587
1400000US48201331400,48201331400,Census Tract 3314, Harris County, Texas,2596,1567,0.603620955
1400000US48201331500,48201331500,Census Tract 3315, Harris County, Texas,7666,1144,0.149230368
1400000US48201331601,48201331601,Census Tract 3316.01, Harris County, Texas,6232,923,0.148106547
1400000US48201331602,48201331602,Census Tract 3316.02, Harris County, Texas,1823,568,0.311574328
1400000US48201331700,48201331700,Census Tract 3317, Harris County, Texas,4116,1750,0.425170068
1400000US48201331800,48201331800,Census Tract 3318, Harris County, Texas,3822,1229,0.321559393
1400000US48201331900,48201331900,Census Tract 3319, Harris County, Texas,2818,653,0.231724627
1400000US48201332000,48201332000,Census Tract 3320, Harris County, Texas,5307,2053,0.38684756
1400000US48201332100,48201332100,Census Tract 3321, Harris County, Texas,3084,1268,0.411154345
1400000US48201332200,48201332200,Census Tract 3322, Harris County, Texas,5110,1519,0.297260274
1400000US48201332300,48201332300,Census Tract 3323, Harris County, Texas,2890,829,0.286851211
1400000US48201332400,48201332400,Census Tract 3324, Harris County, Texas,4250,1107,0.260470588
1400000US48201332500,48201332500,Census Tract 3325, Harris County, Texas,3053,530,0.173599738
1400000US48201332600,48201332600,Census Tract 3326, Harris County, Texas,7143,2397,0.335573289
1400000US48201332700,48201332700,Census Tract 3327, Harris County, Texas,3189,1040,0.326121041
1400000US48201332800,48201332800,Census Tract 3328, Harris County, Texas,4962,1384,0.27891979
1400000US48201332900,48201332900,Census Tract 3329, Harris County, Texas,5138,1496,0.291163877
1400000US48201333000,48201333000,Census Tract 3330, Harris County, Texas,3672,466,0.126906318
1400000US48201333100,48201333100,Census Tract 3331, Harris County, Texas,3682,1237,0.335958718
1400000US48201333201,48201333201,Census Tract 3332.01, Harris County, Texas,4561,1163,0.254987941
1400000US48201333202,48201333202,Census Tract 3332.02, Harris County, Texas,5180,1729,0.333783784
1400000US48201333300,48201333300,Census Tract 3333, Harris County, Texas,10308,3213,0.311699651
1400000US48201333500,48201333500,Census Tract 3335, Harris County, Texas,7175,2376,0.331149826
1400000US48201333600,48201333600,Census Tract 3336, Harris County, Texas,3304,398,0.120460048
1400000US48201333700,48201333700,Census Tract 3337, Harris County, Texas,3421,830,0.242619117
1400000US48201333800,48201333800,Census Tract 3338, Harris County, Texas,9521,2564,0.269299443
1400000US48201333901,48201333901,Census Tract 3339.01, Harris County, Texas,8204,631,0.076913701
1400000US48201333902,48201333902,Census Tract 3339.02, Harris County, Texas,8455,1154,0.136487286
1400000US48201334001,48201334001,Census Tract 3340.01, Harris County, Texas,3731,857,0.229697132
1400000US48201334002,48201334002,Census Tract 3340.02, Harris County, Texas,2802,176,0.062812277
1400000US48201334003,48201334003,Census Tract 3340.03, Harris County, Texas,6646,778,0.117062895
1400000US48201334100,48201334100,Census Tract 3341, Harris County, Texas,10361,2707,0.261268217
1400000US48201340100,48201340100,Census Tract 3401, Harris County, Texas,5674,1116,0.196686641
1400000US48201340201,48201340201,Census Tract 3402.01, Harris County, Texas,1853,85,0.04587156
1400000US48201340202,48201340202,Census Tract 3402.02, Harris County, Texas,5219,6,0.001149646
1400000US48201340203,48201340203,Census Tract 3402.03, Harris County, Texas,4433,41,0.009248816
1400000US48201340301,48201340301,Census Tract 3403.01, Harris County, Texas,4091,84,0.020532877
1400000US48201340302,48201340302,Census Tract 3403.02, Harris County, Texas,7270,166,0.022833563
1400000US48201340400,48201340400,Census Tract 3404, Harris County, Texas,1454,51,0.035075653
1400000US48201340500,48201340500,Census Tract 3405, Harris County, Texas,6871,1269,0.184689274
1400000US48201340600,48201340600,Census Tract 3406, Harris County, Texas,2570,76,0.029571984
1400000US48201340700,48201340700,Census Tract 3407, Harris County, Texas,7327,825,0.112597243
1400000US48201340800,48201340800,Census Tract 3408, Harris County, Texas,5805,361,0.062187769
1400000US48201340900,48201340900,Census Tract 3409, Harris County, Texas,5016,1149,0.229066986
1400000US48201341000,48201341000,Census Tract 3410, Harris County, Texas,6603,660,0.099954566
1400000US48201341100,48201341100,Census Tract 3411, Harris County, Texas,3589,784,0.218445249
1400000US48201341201,48201341201,Census Tract 3412.01, Harris County, Texas,4281,608,0.142022892
1400000US48201341202,48201341202,Census Tract 3412.02, Harris County, Texas,4675,352,0.075294118
1400000US48201341301,48201341301,Census Tract 3413.01, Harris County, Texas,5163,932,0.180515204
1400000US48201341302,48201341302,Census Tract 3413.02, Harris County, Texas,2952,472,0.159891599
1400000US48201341400,48201341400,Census Tract 3414, Harris County, Texas,5099,141,0.027652481
1400000US48201341501,48201341501,Census Tract 3415.01, Harris County, Texas,6694,342,0.051090529
1400000US48201341502,48201341502,Census Tract 3415.02, Harris County, Texas,4476,529,0.11818588
1400000US48201341600,48201341600,Census Tract 3416, Harris County, Texas,5590,410,0.073345259
1400000US48201341700,48201341700,Census Tract 3417, Harris County, Texas,2310,323,0.13982684
1400000US48201341800,48201341800,Census Tract 3418, Harris County, Texas,1759,199,0.113132462
1400000US48201342001,48201342001,Census Tract 3420.01, Harris County, Texas,6780,53,0.007817109
1400000US48201342002,48201342002,Census Tract 3420.02, Harris County, Texas,3325,244,0.073383459
1400000US48201342100,48201342100,Census Tract 3421, Harris County, Texas,4130,872,0.211138015
1400000US48201342200,48201342200,Census Tract 3422, Harris County, Texas,3724,947,0.254296455
1400000US48201342300,48201342300,Census Tract 3423, Harris County, Texas,7095,1334,0.188019732
1400000US48201342400,48201342400,Census Tract 3424, Harris County, Texas,3580,557,0.155586592
1400000US48201342500,48201342500,Census Tract 3425, Harris County, Texas,5373,217,0.040387121
1400000US48201342700,48201342700,Census Tract 3427, Harris County, Texas,5261,543,0.103212317
1400000US48201342800,48201342800,Census Tract 3428, Harris County, Texas,8845,103,0.011644997
1400000US48201342900,48201342900,Census Tract 3429, Harris County, Texas,5741,427,0.074377286
1400000US48201343000,48201343000,Census Tract 3430, Harris County, Texas,7556,978,0.129433563
1400000US48201343100,48201343100,Census Tract 3431, Harris County, Texas,4612,356,0.077189939
1400000US48201343200,48201343200,Census Tract 3432, Harris County, Texas,4912,201,0.040920195
1400000US48201343301,48201343301,Census Tract 3433.01, Harris County, Texas,4505,417,0.092563818
1400000US48201343302,48201343302,Census Tract 3433.02, Harris County, Texas,5162,155,0.030027121
1400000US48201343600,48201343600,Census Tract 3436, Harris County, Texas,3329,529,0.158906579
1400000US48201343700,48201343700,Census Tract 3437, Harris County, Texas,3248,715,0.220135468
1400000US48201350100,48201350100,Census Tract 3501, Harris County, Texas,15745,1319,0.083772626
1400000US48201350200,48201350200,Census Tract 3502, Harris County, Texas,8579,596,0.069471966
1400000US48201350300,48201350300,Census Tract 3503, Harris County, Texas,5929,414,0.069826278
1400000US48201350400,48201350400,Census Tract 3504, Harris County, Texas,6010,1229,0.204492512
1400000US48201350500,48201350500,Census Tract 3505, Harris County, Texas,7232,1486,0.205475664
1400000US48201350601,48201350601,Census Tract 3506.01, Harris County, Texas,4613,105,0.02276176
1400000US48201350602,48201350602,Census Tract 3506.02, Harris County, Texas,8668,222,0.025611444
1400000US48201350700,48201350700,Census Tract 3507, Harris County, Texas,2342,88,0.037574722
1400000US48201350801,48201350801,Census Tract 3508.01, Harris County, Texas,4807,616,0.128146453
1400000US48201350802,48201350802,Census Tract 3508.02, Harris County, Texas,7354,268,0.036442752
1400000US48201410100,48201410100,Census Tract 4101, Harris County, Texas,3763,924,0.245548764
1400000US48201410200,48201410200,Census Tract 4102, Harris County, Texas,4852,375,0.077287716
1400000US48201410300,48201410300,Census Tract 4103, Harris County, Texas,2248,340,0.151245552
1400000US48201410401,48201410401,Census Tract 4104.01, Harris County, Texas,4122,280,0.06792819
1400000US48201410402,48201410402,Census Tract 4104.02, Harris County, Texas,3030,284,0.093729373
1400000US48201410500,48201410500,Census Tract 4105, Harris County, Texas,4094,244,0.059599414
1400000US48201410600,48201410600,Census Tract 4106, Harris County, Texas,3447,342,0.09921671
1400000US48201410701,48201410701,Census Tract 4107.01, Harris County, Texas,3854,400,0.103788272
1400000US48201410702,48201410702,Census Tract 4107.02, Harris County, Texas,2277,529,0.232323232
1400000US48201410800,48201410800,Census Tract 4108, Harris County, Texas,3285,670,0.203957382
1400000US48201410900,48201410900,Census Tract 4109, Harris County, Texas,2595,491,0.189210019
1400000US48201411000,48201411000,Census Tract 4110, Harris County, Texas,4671,263,0.05630486
1400000US48201411100,48201411100,Census Tract 4111, Harris County, Texas,3680,176,0.047826087
1400000US48201411200,48201411200,Census Tract 4112, Harris County, Texas,1898,43,0.022655427
1400000US48201411300,48201411300,Census Tract 4113, Harris County, Texas,3667,363,0.098991001
1400000US48201411400,48201411400,Census Tract 4114, Harris County, Texas,2828,35,0.012376238
1400000US48201411501,48201411501,Census Tract 4115.01, Harris County, Texas,5406,271,0.050129486
