GEOID,county,percent_poverty
48113001600,Dallas County,0.463358603
48113001701,Dallas County,0
48113001703,Dallas County,0.008187135
48113001704,Dallas County,0.02955665
48113001800,Dallas County,0.045232274
48113001900,Dallas County,0.137741842
48113002000,Dallas County,0.327965081
48113002100,Dallas County,0.045560748
48113002200,Dallas County,0.197324415
48113002400,Dallas County,0.374613003
48113002500,Dallas County,0.259628817
48113002701,Dallas County,0.711316397
48113002702,Dallas County,0.35810378
48113003101,Dallas County,0.045982575
48113003400,Dallas County,0.452631579
48113003700,Dallas County,0.339244851
48113003800,Dallas County,0.349051179
48113003901,Dallas County,0.472191324
48113003902,Dallas County,0.383454444
48113004000,Dallas County,0.270440252
48113004100,Dallas County,0.676896846
48113004201,Dallas County,0.19475761
48113004202,Dallas County,0.176919409
48113004300,Dallas County,0.347312704
48113004400,Dallas County,0.058169376
48113004500,Dallas County,0.142762174
48113004600,Dallas County,0.090059473
48113004700,Dallas County,0.381137309
48113004800,Dallas County,0.251154529
48113004900,Dallas County,0.432176656
48113005000,Dallas County,0.249682176
48113005100,Dallas County,0.283755997
48113005200,Dallas County,0.19621252
48113005300,Dallas County,0.205014749
48113005400,Dallas County,0.39640743
48113005500,Dallas County,0.338937817
48113005600,Dallas County,0.350927033
48113005700,Dallas County,0.411037108
48113005901,Dallas County,0.304044381
48113005902,Dallas County,0.22249539
48113006001,Dallas County,0.465569209
48113006002,Dallas County,0.345206915
48113006100,Dallas County,0.282498852
48113006200,Dallas County,0.240986081
48113006301,Dallas County,0.23453909
48113006302,Dallas County,0.160585638
48113006401,Dallas County,0.213919179
48113006402,Dallas County,0.227488957
48113006501,Dallas County,0.164609053
48113006502,Dallas County,0.192897498
48113006700,Dallas County,0.216987765
48113006800,Dallas County,0.197437391
48113006900,Dallas County,0.286320255
48113007101,Dallas County,0.018888889
48113007102,Dallas County,0.21184253
48113007201,Dallas County,0.321223709
48113007202,Dallas County,0.339956119
48113007301,Dallas County,0.020897044
48113007302,Dallas County,0.076984979
48113007601,Dallas County,0.014690451
48113007604,Dallas County,0.041299727
48113007605,Dallas County,0.031649084
48113007700,Dallas County,0.057807167
48113007801,Dallas County,0.027420737
48113007804,Dallas County,0.251711712
48113007805,Dallas County,0.119136961
48113007809,Dallas County,0.2628516
48113007810,Dallas County,0.046766744
48113007811,Dallas County,0.291579388
48113007812,Dallas County,0.01623985
48113007815,Dallas County,0.463594654
48113007818,Dallas County,0.292865829
48113007819,Dallas County,0.427956989
48113007820,Dallas County,0.405264177
48113007821,Dallas County,0.21938644
48113007822,Dallas County,0.023686921
48113007823,Dallas County,0.340563991
48113007824,Dallas County,0
48113007825,Dallas County,0.155555556
48113007826,Dallas County,0.335390947
48113007827,Dallas County,0.219410634
48113007902,Dallas County,0.177311912
48113007903,Dallas County,0.086172345
48113007906,Dallas County,0.061685491
48113007909,Dallas County,0.109166283
48113007910,Dallas County,0.095848596
48113007911,Dallas County,0.088224158
48113007912,Dallas County,0.130846325
48113007913,Dallas County,0.049322493
48113007914,Dallas County,0.213721619
48113008000,Dallas County,0.007283198
48113008100,Dallas County,0.057994007
48113008200,Dallas County,0.097814776
48113008400,Dallas County,0.287754891
48113008500,Dallas County,0.24972973
48113008603,Dallas County,0.332859175
48113008604,Dallas County,0.564722126
48113008701,Dallas County,0.463904738
48113008703,Dallas County,0.280666125
48113008704,Dallas County,0.394990947
48113008705,Dallas County,0.127643505
48113008801,Dallas County,0.209519365
48113008802,Dallas County,0.401545129
48113008900,Dallas County,0.447387258
48113009000,Dallas County,0.223921354
48113009101,Dallas County,0.255466852
48113009103,Dallas County,0.24829932
48113009104,Dallas County,0.343803541
48113009105,Dallas County,0.262718299
48113009201,Dallas County,0.152715272
48113009202,Dallas County,0.279892592
48113009301,Dallas County,0.299406926
48113009303,Dallas County,0.353719763
48113009304,Dallas County,0.549499261
48113009401,Dallas County,0.077413984
48113009402,Dallas County,0.056649257
48113009500,Dallas County,0.049045139
48113009603,Dallas County,0.020824004
48113009604,Dallas County,0.215399376
48113009605,Dallas County,0.173428306
48113009607,Dallas County,0.120111732
48113009608,Dallas County,0.170587032
48113009609,Dallas County,0.0229265
48113009610,Dallas County,0.418713213
48113009611,Dallas County,0.162226169
48113009701,Dallas County,0.160446063
48113009702,Dallas County,0.019003932
48113009802,Dallas County,0.237132051
48113009803,Dallas County,0.144830161
48113009804,Dallas County,0.518800879
48113009900,Dallas County,0.201803349
48113010000,Dallas County,0.234222787
48113010101,Dallas County,0.38994152
48113010102,Dallas County,0.326506024
48113010500,Dallas County,0.26404688
48113010601,Dallas County,0.234523624
48113010602,Dallas County,0.312401884
48113010701,Dallas County,0.244221106
48113010703,Dallas County,0.276865161
48113010704,Dallas County,0.321184996
48113010801,Dallas County,0.191486894
48113010803,Dallas County,0.086552217
48113010804,Dallas County,0.357973637
48113010805,Dallas County,0.251630435
48113010902,Dallas County,0.353740264
48113010903,Dallas County,0.277150917
48113010904,Dallas County,0.248802395
48113011001,Dallas County,0.157015931
48113011002,Dallas County,0.081154499
48113011101,Dallas County,0.071983948
48113011103,Dallas County,0.191882867
48113011104,Dallas County,0.225876011
48113011105,Dallas County,0.309385863
48113011200,Dallas County,0.244101802
48113011300,Dallas County,0.162184874
48113011401,Dallas County,0.575025176
48113011500,Dallas County,0.616112084
48113011601,Dallas County,0.325830879
48113011602,Dallas County,0.283868774
48113011701,Dallas County,0.290524434
48113011702,Dallas County,0.140441019
48113011800,Dallas County,0.434402946
48113011900,Dallas County,0.274044495
48113012000,Dallas County,0.198248408
48113012100,Dallas County,0.252259935
48113012204,Dallas County,0.135309705
48113012206,Dallas County,0.130934951
48113012207,Dallas County,0.21981982
48113012208,Dallas County,0.476661952
48113012209,Dallas County,0.211
48113012210,Dallas County,0.427512737
48113012211,Dallas County,0.271190366
48113012301,Dallas County,0.193208739
48113012302,Dallas County,0.463109354
48113012400,Dallas County,0.118122271
48113012500,Dallas County,0.155589758
48113012601,Dallas County,0.169787078
48113012603,Dallas County,0.034673367
48113012604,Dallas County,0.226661952
48113012701,Dallas County,0.245582724
48113012702,Dallas County,0.104733132
48113012800,Dallas County,0.07538081
48113012900,Dallas County,0.083118103
48113013004,Dallas County,0.035549236
48113013005,Dallas County,0.018694049
48113013007,Dallas County,0.120039357
48113013008,Dallas County,0.153404194
48113013009,Dallas County,0.129277567
48113013010,Dallas County,0.232163607
48113013011,Dallas County,0.290456432
48113013101,Dallas County,0.039223455
48113013102,Dallas County,0.006002401
48113013104,Dallas County,0.105263158
48113013105,Dallas County,0.247405699
48113013200,Dallas County,0.082824059
48113013300,Dallas County,0.00307422
48113013400,Dallas County,0.013487476
48113013500,Dallas County,0.014584155
48113013605,Dallas County,0.008919915
48113013606,Dallas County,0.12469846
48113013607,Dallas County,0.08125
48113013608,Dallas County,0.013193636
48113013609,Dallas County,0.080697928
48113013610,Dallas County,0.061281991
48113013611,Dallas County,0.076405384
48113013615,Dallas County,0.253181907
48113013616,Dallas County,0.101780611
48113013617,Dallas County,0.147557666
48113013618,Dallas County,0.014748054
48113013619,Dallas County,0.030121575
48113013620,Dallas County,0.083665339
48113013621,Dallas County,0.159339325
48113013622,Dallas County,0.056571816
48113013623,Dallas County,0.261804028
48113013624,Dallas County,0.068181818
48113013625,Dallas County,0.260385999
48113013626,Dallas County,0.150751727
48113013711,Dallas County,0.189093484
48113013712,Dallas County,0.064758329
48113013713,Dallas County,0.419004007
48113013714,Dallas County,0.145632936
48113013715,Dallas County,0.046950241
48113013716,Dallas County,0.120788448
48113013717,Dallas County,0.195687551
48113013718,Dallas County,0.219906894
48113013719,Dallas County,0.094060736
48113013720,Dallas County,0.123999288
48113013721,Dallas County,0.024109015
48113013722,Dallas County,0.172692794
48113013725,Dallas County,0.165465706
48113013726,Dallas County,0.067366896
48113013727,Dallas County,0.048087846
48113013803,Dallas County,0.030551289
48113013804,Dallas County,0.055420219
48113013805,Dallas County,0.324559094
48113013806,Dallas County,0.195588235
48113013901,Dallas County,0.086556753
48113013902,Dallas County,0.139887503
48113014001,Dallas County,0.121204761
48113014002,Dallas County,0.177105832
48113014103,Dallas County,0.326450694
48113014113,Dallas County,0.132505643
48113014114,Dallas County,0.279962547
48113014115,Dallas County,0.108066264
48113014116,Dallas County,0.208283169
48113014119,Dallas County,0.00922778
48113014120,Dallas County,0.001652551
48113014121,Dallas County,0.071236837
48113014123,Dallas County,0.018910091
48113014124,Dallas County,0.011761698
48113014126,Dallas County,0.028914348
48113014127,Dallas County,0.05405746
48113014128,Dallas County,0.099614586
48113014129,Dallas County,0.036203776
48113014130,Dallas County,0.036516094
48113014131,Dallas County,0.131324747
48113014132,Dallas County,0.123542117
48113014133,Dallas County,0.052566937
48113014134,Dallas County,0.00627287
48113014135,Dallas County,0.036846615
48113014136,Dallas County,0.09922757
48113014137,Dallas County,0.049938093
48113014138,Dallas County,0.041289815
48113014203,Dallas County,0.101598934
48113014204,Dallas County,0.461398176
48113014205,Dallas County,0.004447268
48113014206,Dallas County,0.069721896
48113014302,Dallas County,0.115194346
48113014306,Dallas County,0.147890127
48113014307,Dallas County,0.109512031
48113014308,Dallas County,0.303152789
48113014309,Dallas County,0.366576819
48113014310,Dallas County,0.158472445
48113014311,Dallas County,0.109227468
48113014312,Dallas County,0.03894691
48113014403,Dallas County,0.233062331
48113014405,Dallas County,0.161717063
48113014406,Dallas County,0.280175859
48113014407,Dallas County,0.221900826
48113014408,Dallas County,0.149406563
48113014501,Dallas County,0.150857143
48113014502,Dallas County,0.190181234
48113014601,Dallas County,0.094679892
48113014602,Dallas County,0.286686103
48113014603,Dallas County,0.156019656
48113014701,Dallas County,0.22940613
48113014702,Dallas County,0.308105344
48113014703,Dallas County,0.203168044
48113014901,Dallas County,0.296730413
48113014902,Dallas County,0.277337559
48113015000,Dallas County,0.18960638
48113015100,Dallas County,0.168471007
48113015202,Dallas County,0.278390298
48113015204,Dallas County,0.194892106
48113015205,Dallas County,0.2253761
48113015206,Dallas County,0.159512454
48113015303,Dallas County,0.134408602
48113015304,Dallas County,0.134498991
48113015305,Dallas County,0.097506178
48113015306,Dallas County,0.143265216
48113015401,Dallas County,0.042791193
48113015403,Dallas County,0.182146373
48113015404,Dallas County,0.281767956
48113015500,Dallas County,0.329105323
48113015600,Dallas County,0.194338826
48113015700,Dallas County,0.301994302
48113015800,Dallas County,0.233962264
48113015900,Dallas County,0.194923527
48113016001,Dallas County,0.188201514
48113016002,Dallas County,0.274567538
48113016100,Dallas County,0.259310728
48113016201,Dallas County,0.200634417
48113016202,Dallas County,0.222032451
48113016301,Dallas County,0.115434025
48113016302,Dallas County,0.149851632
48113016401,Dallas County,0.079520056
48113016406,Dallas County,0.26793111
48113016407,Dallas County,0.287249966
48113016408,Dallas County,0.141184971
48113016409,Dallas County,0.041469194
48113016410,Dallas County,0.101511438
48113016411,Dallas County,0.079441502
48113016412,Dallas County,0.013408974
48113016413,Dallas County,0.051966695
48113016502,Dallas County,0.192460317
48113016509,Dallas County,0.100709764
48113016510,Dallas County,0.116333836
48113016511,Dallas County,0.12952381
48113016513,Dallas County,0.034318398
48113016514,Dallas County,0.015162053
48113016516,Dallas County,0.151915709
48113016517,Dallas County,0.077704194
48113016518,Dallas County,0.203959579
48113016519,Dallas County,0.077060932
48113016520,Dallas County,0.194029851
48113016521,Dallas County,0.204087678
48113016522,Dallas County,0.087401575
48113016523,Dallas County,0.027055703
48113016605,Dallas County,0.392417213
48113016606,Dallas County,0.085621971
48113016607,Dallas County,0.297076818
48113016610,Dallas County,0.169780854
48113016611,Dallas County,0.047221275
48113016612,Dallas County,0.016735694
48113016615,Dallas County,0.099852071
48113016616,Dallas County,0.114258912
48113016617,Dallas County,0.016125317
48113016618,Dallas County,0.162835249
48113016619,Dallas County,0.149075391
48113016620,Dallas County,0.103524229
48113016621,Dallas County,0.183830997
48113016622,Dallas County,0.077715045
48113016623,Dallas County,0.131712832
48113016624,Dallas County,0.020560748
48113016625,Dallas County,0.037599602
48113016626,Dallas County,0.186040409
48113016701,Dallas County,0.192838968
48113016703,Dallas County,0.206126505
48113016704,Dallas County,0.10984456
48113016705,Dallas County,0.133666458
48113016802,Dallas County,0.094346049
48113016803,Dallas County,0.087544832
48113016804,Dallas County,0.030437443
48113016902,Dallas County,0.211018711
48113016903,Dallas County,0.290990355
48113017001,Dallas County,0.13568178
48113017003,Dallas County,0.159854394
48113017004,Dallas County,0.190386782
48113017101,Dallas County,0.257671586
48113017102,Dallas County,0.371764274
48113017201,Dallas County,0.217815741
48113017202,Dallas County,0.25965251
48113017301,Dallas County,0.177487765
48113017303,Dallas County,0.117759146
48113017304,Dallas County,0.033973086
48113017305,Dallas County,0.058499135
48113017306,Dallas County,0.149695041
48113017400,Dallas County,0.09329161
48113017500,Dallas County,0.042303493
48113017602,Dallas County,0.080304519
48113017604,Dallas County,0.133291615
48113017605,Dallas County,0.33589329
48113017606,Dallas County,0.23194506
48113017702,Dallas County,0.128643216
48113017703,Dallas County,0.280369619
48113017704,Dallas County,0.154179567
48113017804,Dallas County,0.134526282
48113017805,Dallas County,0.120737842
48113017806,Dallas County,0.063378758
48113017807,Dallas County,0.102836062
48113017808,Dallas County,0.052643678
48113017811,Dallas County,0.058001894
48113017812,Dallas County,0.04743255
48113017813,Dallas County,0.141791045
48113017814,Dallas County,0.027277894
48113017900,Dallas County,0.202330913
48113018001,Dallas County,0.123084216
48113018002,Dallas County,0.213903743
48113018104,Dallas County,0.0584374
48113018105,Dallas County,0.223840616
48113018110,Dallas County,0.032748785
48113018111,Dallas County,0.120739722
48113018118,Dallas County,0.091952434
48113018120,Dallas County,0.048852534
48113018121,Dallas County,0.094030135
48113018122,Dallas County,0.070455531
48113018123,Dallas County,0.05700409
48113018124,Dallas County,0.022625292
48113018126,Dallas County,0.07790658
48113018127,Dallas County,0.077282006
48113018128,Dallas County,0.169353344
48113018129,Dallas County,0.029476787
48113018130,Dallas County,0.164680648
48113018132,Dallas County,0.072957198
48113018133,Dallas County,0.08935611
48113018134,Dallas County,0.038161994
48113018135,Dallas County,0.100762873
48113018136,Dallas County,0.010928962
48113018137,Dallas County,0.014303959
48113018138,Dallas County,0.131404175
48113018139,Dallas County,0.001242677
48113018140,Dallas County,0.089727388
48113018141,Dallas County,0.246936275
48113018142,Dallas County,0.039069767
48113018203,Dallas County,0.16655496
48113018204,Dallas County,0.350643382
48113018205,Dallas County,0.268832392
48113018206,Dallas County,0.192802573
48113018300,Dallas County,0.16316051
48113018401,Dallas County,0.149609453
48113018402,Dallas County,0.265232975
48113018403,Dallas County,0.201884253
48113018501,Dallas County,0.204612497
48113018503,Dallas County,0.226285984
48113018505,Dallas County,0.352188552
48113018506,Dallas County,0.268533248
48113018600,Dallas County,0.09167842
48113018700,Dallas County,0.195053586
48113018801,Dallas County,0.057518889
48113018802,Dallas County,0.375302663
48113018900,Dallas County,0.162610124
48113019004,Dallas County,0.114002106
48113019013,Dallas County,0.398216689
48113019014,Dallas County,0.11763915
48113019016,Dallas County,0.112508273
48113019018,Dallas County,0.126622728
48113019019,Dallas County,0.291518291
48113019020,Dallas County,0.034640653
48113019021,Dallas County,0.139811105
48113019023,Dallas County,0.024963595
48113019024,Dallas County,0.072241681
48113019025,Dallas County,0.043703704
48113019026,Dallas County,0.117163609
48113019027,Dallas County,0.131035865
48113019028,Dallas County,0.114063339
48113019029,Dallas County,0.104841402
48113019031,Dallas County,0.016912972
48113019032,Dallas County,0.278808085
48113019033,Dallas County,0.339473011
48113019034,Dallas County,0.204242723
48113019035,Dallas County,0.20703125
48113019036,Dallas County,0.086636268
48113019037,Dallas County,0.079396699
48113019038,Dallas County,0.129707113
48113019039,Dallas County,0.137593854
48113019040,Dallas County,0.05524957
48113019041,Dallas County,0.045571481
48113019042,Dallas County,0.044941427
48113019043,Dallas County,0.028506271
48113019100,Dallas County,0.07215311
48113019202,Dallas County,0.212226871
48113019203,Dallas County,0.05952381
48113019204,Dallas County,0.165520512
48113019205,Dallas County,0.00954033
48113019206,Dallas County,0.363719401
48113019208,Dallas County,0.290174784
48113019210,Dallas County,0.039114771
48113019211,Dallas County,0.100660066
48113019212,Dallas County,0.526549985
48113019213,Dallas County,0.510582872
48113019301,Dallas County,0.00456621
48113019302,Dallas County,0.132746608
48113019400,Dallas County,0.181133056
48113019501,Dallas County,0.00319246
48113019502,Dallas County,0.036491387
48113019600,Dallas County,0.041208791
48113019700,Dallas County,0.005845105
48113019800,Dallas County,0.029516539
48113019900,Dallas County,0.328574828
48113020000,Dallas County,0.03474618
48113020100,Dallas County,0.26322314
48113020200,Dallas County,0.409766454
48113020300,Dallas County,0.518916394
48113020400,Dallas County,0.299740994
48113020500,Dallas County,0.602125148
48113020600,Dallas County,0.003508772
48113020700,Dallas County,0.023336745
48121020103,Denton County,0.074238579
48121020104,Denton County,0.199393735
48121020105,Denton County,0.076489533
48121020106,Denton County,0.028391167
48121020107,Denton County,0.041373927
48121020108,Denton County,0.064759294
48121020109,Denton County,0.08388521
48121020110,Denton County,0.018239135
48121020111,Denton County,0.006849315
48121020112,Denton County,0.045944866
48121020113,Denton County,0.04803074
48121020114,Denton County,0.077383327
48121020115,Denton County,0.082695985
48121020202,Denton County,0.033752482
48121020203,Denton County,0.183515152
48121020204,Denton County,0.05674441
48121020205,Denton County,0.011670762
48121020303,Denton County,0.055784893
48121020305,Denton County,0.008172796
48121020306,Denton County,0.031118748
48121020307,Denton County,0.007818733
48121020308,Denton County,0.053828658
48121020309,Denton County,0.065117435
48121020310,Denton County,0.038161674
48121020401,Denton County,0.149862763
48121020402,Denton County,0.112055109
48121020403,Denton County,0.163651781
48121020503,Denton County,0.095420544
48121020504,Denton County,0.151927438
48121020505,Denton County,0.050287133
48121020506,Denton County,0.13308977
48121020601,Denton County,0.349358974
48121020602,Denton County,0.20598345
48121020700,Denton County,0.485225076
48121020800,Denton County,0.380342763
48121020900,Denton County,0.445006321
48121021000,Denton County,0.404905795
48121021100,Denton County,0.410799136
48121021201,Denton County,0.282933283
48121021202,Denton County,0.232030265
48121021301,Denton County,0.317729084
48121021303,Denton County,0.152467643
48121021304,Denton County,0.205239446
48121021305,Denton County,0.109548916
48121021403,Denton County,0.061237856
48121021404,Denton County,0.017515494
48121021405,Denton County,0.186283892
48121021406,Denton County,0.035085122
48121021407,Denton County,0.115244852
48121021408,Denton County,0.004448681
48121021409,Denton County,0.058532564
48121021502,Denton County,0.186888037
48121021505,Denton County,0.01903987
48121021512,Denton County,0.005293246
48121021513,Denton County,0.016790531
48121021514,Denton County,0
48121021515,Denton County,0.089223327
48121021516,Denton County,0.040922619
48121021517,Denton County,0.042234332
48121021518,Denton County,0
48121021519,Denton County,0.03479431
48121021520,Denton County,0.031439285
48121021521,Denton County,0.038177046
48121021522,Denton County,0
48121021523,Denton County,0.152329749
48121021524,Denton County,0
48121021525,Denton County,0.017875763
48121021526,Denton County,0.003115265
48121021527,Denton County,0.035285689
48121021611,Denton County,0.061456753
48121021612,Denton County,0.033753014
48121021613,Denton County,0.159326425
48121021614,Denton County,0.113258186
48121021615,Denton County,0.067808378
48121021616,Denton County,0.116974266
48121021618,Denton County,0.137004175
48121021619,Denton County,0.202790065
48121021620,Denton County,0.094953519
48121021621,Denton County,0.019535739
48121021622,Denton County,0.082607855
48121021623,Denton County,0.061834094
48121021624,Denton County,0.06599185
48121021625,Denton County,0.003601008
48121021626,Denton County,0.044422009
48121021627,Denton County,0.034073309
48121021628,Denton County,0.055564178
48121021629,Denton County,0.00746826
48121021630,Denton County,0.02920464
48121021631,Denton County,0.044511581
48121021632,Denton County,0.05014245
48121021633,Denton County,0.018684785
48121021634,Denton County,0.133273502
48121021635,Denton County,0.094432181
48121021636,Denton County,0.121625675
48121021637,Denton County,0.129114511
48121021638,Denton County,0.041516679
48121021715,Denton County,0.037664364
48121021716,Denton County,0.113729691
48121021717,Denton County,0.037797565
48121021718,Denton County,0.018723143
48121021719,Denton County,0.047775531
48121021720,Denton County,0
48121021721,Denton County,0.018596788
48121021722,Denton County,0.07216755
48121021723,Denton County,0.042521994
48121021724,Denton County,0.031167586
48121021725,Denton County,0.003529731
48121021726,Denton County,0.024590164
48121021727,Denton County,0.003587444
48121021728,Denton County,0.041923551
48121021729,Denton County,0.01027146
48121021730,Denton County,0.02070922
48121021731,Denton County,0.006769564
48121021732,Denton County,0.018026138
48121021733,Denton County,0.082628173
48121021734,Denton County,0.093620234
48121021735,Denton County,0.03141994
48121021736,Denton County,0.189670525
48121021737,Denton County,0.025897436
48121021738,Denton County,0.058430718
48121021739,Denton County,0.253288553
48121021740,Denton County,0.073146881
48121021741,Denton County,0.051595745
48121021742,Denton County,0.029950613
48121021743,Denton County,0.094943518
48121021744,Denton County,0.057971014
48121021745,Denton County,0.240726577
48121021746,Denton County,0.066666667
48121021747,Denton County,0.050292101
48121021748,Denton County,0.013042388
48121021749,Denton County,0.03083842
48121021750,Denton County,0.044030254
48121021751,Denton County,0.017030568
48121021752,Denton County,0.014668367
48121021753,Denton County,0.024758221
48121021800,Denton County,0.025572406
48121021900,Denton County,0.028751123
48139060101,Ellis County,0.189469485
48139060102,Ellis County,0.099650858
48139060204,Ellis County,0.031075128
48139060206,Ellis County,0.136084774
48139060207,Ellis County,0.054404145
48139060208,Ellis County,0.045104196
48139060209,Ellis County,0.068370804
48139060210,Ellis County,0.060881735
48139060211,Ellis County,0.029411765
48139060212,Ellis County,0.053661429
48139060213,Ellis County,0.021833333
48139060214,Ellis County,0.031173892
48139060300,Ellis County,0.165388087
48139060400,Ellis County,0.336202774
48139060500,Ellis County,0.264986167
48139060600,Ellis County,0.15781797
48139060701,Ellis County,0.144834404
48139060702,Ellis County,0.090809628
48139060703,Ellis County,0.043189369
48139060801,Ellis County,0.009938562
48139060802,Ellis County,0.058462049
48139060803,Ellis County,0.076443058
48139060900,Ellis County,0.021297672
48139061000,Ellis County,0.160865241
48139061100,Ellis County,0.071557156
48139061200,Ellis County,0.161044614
