year,jurisdiction,type,averageScore,frlScore,notFrlScore,ellScore,notEllScore,whiteScore,blackScore,hispanicScore,asianScore
2009,Hawaii,state,255,246,261,217,257,267,256,252,252
2009,Idaho,state,265,254,271,224,266,269,‡,241,‡
2009,Illinois,state,265,249,275,224,266,274,243,252,284
2009,Indiana,state,266,254,273,‡,266,269,250,251,‡
2009,Iowa,state,265,253,270,‡,266,267,241,249,‡
2009,Kansas,state,267,255,275,235,268,272,248,250,272
2009,Kentucky,state,267,257,276,‡,267,269,249,265,‡
2009,Louisiana,state,253,246,266,‡,253,263,241,‡,‡
2009,Maine,state,268,259,272,‡,268,268,254,‡,‡
2009,Maryland,state,267,250,275,‡,268,279,250,258,286
2009,Massachusetts,state,274,254,282,217,275,279,251,250,281
2009,Michigan,state,262,247,271,237,262,268,238,253,‡
2009,Minnesota,state,270,252,276,230,272,275,244,247,260
2009,Mississippi,state,251,243,267,‡,251,264,239,‡,‡
2009,Missouri,state,267,253,275,‡,267,270,246,260,‡
2009,Montana,state,270,261,275,‡,271,273,‡,‡,‡
2009,Nebraska,state,267,253,275,‡,268,272,242,253,‡
2009,Nevada,state,254,243,260,204,257,264,241,242,262
2009,New Hampshire,state,271,257,274,‡,271,271,‡,257,‡
2009,New Jersey,state,273,253,279,‡,273,281,250,256,291
2009,New Mexico,state,254,246,268,211,258,271,246,248,‡
2009,New York,state,264,252,275,213,266,275,246,247,277
2009,North Carolina,state,260,245,271,226,261,270,243,249,272
2009,North Dakota,state,269,260,273,‡,270,271,‡,‡,‡
2009,Ohio,state,269,255,276,‡,269,273,247,251,‡
2009,Oklahoma,state,259,250,268,224,260,264,247,246,‡
2009,Oregon,state,265,252,274,221,268,269,‡,247,276
2009,Pennsylvania,state,271,253,279,237,271,276,249,247,287
2009,Rhode Island,state,260,245,269,204,261,267,238,241,270
2009,South Carolina,state,257,246,269,249,257,267,243,259,‡
2009,South Dakota,state,270,258,276,‡,270,273,‡,‡,‡
2009,Tennessee,state,261,250,269,‡,261,267,243,252,‡
2009,Texas,state,260,249,273,216,263,273,249,251,280
2009,Utah,state,266,251,271,225,267,270,‡,246,266
2009,Vermont,state,272,260,277,‡,273,272,‡,‡,‡
2009,Virginia,state,266,251,272,233,267,272,250,256,279
2009,Washington,state,267,254,275,213,269,273,245,248,272
2009,West Virginia,state,255,246,264,‡,255,255,250,‡,‡
2009,Wisconsin,state,266,249,273,240,267,271,238,250,265
2009,Wyoming,state,268,257,273,‡,269,269,‡,259,‡
2009,Albuquerque,city,—,—,—,—,—,—,—,—,—
2009,Atlanta,city,250,244,273,‡,250,292,246,‡,‡
2009,Austin,city,261,247,278,223,267,282,247,251,‡
2009,Baltimore City,city,245,242,257,‡,245,‡,243,‡,‡
2009,Boston,city,257,251,273,‡,259,282,248,251,276
2009,Charlotte,city,259,248,270,229,261,276,249,254,‡
2009,Chicago,city,249,246,270,220,251,272,243,249,‡
2009,Cleveland,city,242,242,‡,‡,243,258,239,237,‡
2009,Dallas,city,—,—,—,—,—,—,—,—,—
2009,Detroit,city,232,228,241,‡,232,‡,232,232,‡
2009,District of Columbia (DCPS),city,240,232,263,‡,241,‡,235,249,‡
2009,Fresno,city,240,234,274,210,248,263,232,235,241
2009,Hillsborough County (FL),city,—,—,—,—,—,—,—,—,—
2009,Houston,city,252,246,271,219,255,280,243,250,‡
2009,Jefferson County (KY),city,259,248,271,‡,259,267,245,‡,‡
2009,Los Angeles,city,244,240,262,206,255,271,239,239,265
2009,Miami-Dade,city,261,254,271,218,262,273,250,261,‡
2009,Milwaukee,city,241,237,255,‡,242,265,233,249,‡
2009,New York City,city,252,250,266,212,255,271,246,243,270
2009,Philadelphia,city,247,243,269,‡,249,266,241,241,270
2009,San Diego,city,254,242,270,211,263,273,239,242,264
2007,Alabama,state,252,241,263,‡,252,261,236,250,‡
2007,Alaska,state,259,244,268,230,265,270,250,257,263
2007,Arizona,state,255,241,265,214,259,269,248,241,277
2007,Arkansas,state,258,247,269,234,259,266,236,249,‡
2007,California,state,251,239,264,219,260,266,237,239,264
2007,Colorado,state,266,251,273,222,269,275,252,249,269
2007,Connecticut,state,267,243,275,216,269,276,246,243,272
2007,Delaware,state,265,254,270,‡,265,274,250,257,277
2007,District of Columbia,city,241,234,253,‡,241,‡,238,249,‡
2007,Florida,state,260,249,268,232,261,268,244,256,278
2007,Georgia,state,259,247,270,‡,259,271,246,250,‡
2007,Hawaii,state,251,243,257,219,253,262,255,249,249
2007,Idaho,state,265,256,270,229,267,268,‡,243,‡
2007,Illinois,state,263,249,272,219,264,271,244,250,277
2007,Indiana,state,264,251,271,‡,264,268,242,255,‡
2007,Iowa,state,267,253,274,‡,268,270,247,250,‡
2007,Kansas,state,267,253,275,227,269,272,246,248,‡
2007,Kentucky,state,262,252,271,‡,262,264,247,‡,‡
2007,Louisiana,state,253,245,265,‡,253,264,240,‡,‡
2007,Maine,state,270,261,274,‡,270,270,‡,‡,‡
2007,Maryland,state,265,251,271,‡,265,276,249,258,287
2007,Massachusetts,state,273,256,279,232,274,278,253,251,281
2007,Michigan,state,260,244,268,‡,261,267,236,241,‡
2007,Minnesota,state,268,254,273,233,270,273,245,245,258
2007,Mississippi,state,250,242,266,‡,250,264,238,‡,‡
2007,Missouri,state,263,252,271,‡,264,270,242,248,‡
2007,Montana,state,271,260,277,227,273,274,‡,‡,‡
2007,Nebraska,state,267,254,273,‡,268,271,243,255,‡
2007,Nevada,state,252,240,260,217,255,263,248,238,261
2007,New Hampshire,state,270,257,272,‡,270,270,‡,252,‡
2007,New Jersey,state,270,251,277,235,271,278,249,257,285
2007,New Mexico,state,251,242,264,223,255,265,248,246,‡
2007,New York,state,264,250,275,211,265,274,246,246,269
2007,North Carolina,state,259,246,270,230,260,270,241,246,265
2007,North Dakota,state,268,258,272,‡,268,270,‡,‡,‡
2007,Ohio,state,268,251,275,‡,268,274,246,260,‡
2007,Oklahoma,state,260,252,268,235,260,266,243,241,‡
2007,Oregon,state,266,253,274,220,269,270,250,243,270
2007,Pennsylvania,state,268,253,275,‡,268,272,248,244,284
2007,Rhode Island,state,258,242,267,202,260,267,239,233,258
2007,South Carolina,state,257,245,269,‡,258,268,242,244,‡
2007,South Dakota,state,270,259,274,‡,270,272,‡,‡,‡
2007,Tennessee,state,259,247,269,‡,259,267,240,252,‡
2007,Texas,state,261,249,273,215,264,275,249,251,280
2007,Utah,state,262,252,267,234,265,266,‡,242,261
2007,Vermont,state,273,260,278,‡,273,273,‡,‡,‡
2007,Virginia,state,267,252,272,246,267,273,252,258,280
2007,Washington,state,265,251,272,216,267,270,247,247,268
2007,West Virginia,state,255,246,263,‡,255,256,241,‡,‡
2007,Wisconsin,state,264,246,272,243,265,270,231,247,264
2007,Wyoming,state,266,255,270,‡,267,269,‡,248,‡
2007,Albuquerque,city,—,—,—,—,—,—,—,—,—
2007,Atlanta,city,245,240,263,‡,245,‡,242,‡,‡
2007,Austin,city,257,240,277,210,264,284,238,244,‡
2007,Baltimore City,city,—,—,—,—,—,—,—,—,—
2007,Boston,city,254,249,268,210,257,275,250,241,275
2007,Charlotte,city,260,245,273,228,262,279,246,251,‡
2007,Chicago,city,250,247,266,217,251,266,240,255,‡
2007,Cleveland,city,246,246,‡,‡,247,262,243,249,‡
2007,Dallas,city,—,—,—,—,—,—,—,—,—
2007,Detroit,city,—,—,—,—,—,—,—,—,—
2007,District of Columbia (DCPS),city,241,234,253,‡,241,‡,238,249,‡
2007,Fresno,city,—,—,—,—,—,—,—,—,—
2007,Hillsborough County (FL),city,—,—,—,—,—,—,—,—,—
2007,Houston,city,252,247,269,209,256,281,249,246,289
2007,Jefferson County (KY),city,—,—,—,—,—,—,—,—,—
2007,Los Angeles,city,240,237,251,212,252,272,229,236,264
2007,Miami-Dade,city,—,—,—,—,—,—,—,—,—
2007,Milwaukee,city,—,—,—,—,—,—,—,—,—
2007,New York City,city,249,246,272,209,252,270,240,241,268
2007,Philadelphia,city,—,—,—,—,—,—,—,—,—
2007,San Diego,city,250,236,268,209,261,271,240,235,265
2005,Alabama,state,252,239,265,‡,252,263,235,‡,‡
2005,Alaska,state,259,241,267,234,263,268,249,254,260
2005,Arizona,state,255,242,265,225,259,267,242,242,‡
2005,Arkansas,state,258,247,268,‡,258,266,236,250,‡
2005,California,state,250,239,262,222,258,264,240,239,264
2005,Colorado,state,265,248,272,229,267,273,254,247,269
2005,Connecticut,state,264,243,272,‡,265,272,240,245,279
2005,Delaware,state,266,254,271,‡,266,274,252,253,276
2005,District of Columbia,city,238,234,249,‡,238,301,235,247,‡
2005,Florida,state,256,246,264,221,257,265,238,252,273
2005,Georgia,state,257,243,269,‡,257,268,241,247,275
2005,Hawaii,state,249,239,256,212,250,261,‡,242,246
2005,Idaho,state,264,256,269,241,265,267,‡,246,‡
2005,Illinois,state,264,248,273,227,264,272,244,253,281
2005,Indiana,state,261,250,268,‡,261,265,241,247,‡
2005,Iowa,state,267,255,272,‡,268,269,246,256,‡
2005,Kansas,state,267,254,275,‡,267,271,247,249,‡
2005,Kentucky,state,264,256,271,‡,264,266,248,‡,‡
2005,Louisiana,state,253,244,264,‡,253,264,240,‡,‡
2005,Maine,state,270,261,274,‡,270,270,‡,‡,‡
2005,Maryland,state,261,243,269,‡,261,272,244,256,283
2005,Massachusetts,state,274,256,280,222,275,279,253,246,282
2005,Michigan,state,261,246,267,‡,261,268,239,250,‡
2005,Minnesota,state,268,252,275,232,270,273,239,244,262
2005,Mississippi,state,251,241,266,‡,251,264,237,‡,‡
2005,Missouri,state,265,253,272,‡,265,270,242,258,‡
2005,Montana,state,269,259,274,230,271,272,‡,‡,‡
2005,Nebraska,state,267,253,274,‡,268,271,243,245,‡
2005,Nevada,state,253,240,259,221,257,261,240,241,263
2005,New Hampshire,state,270,255,273,‡,270,270,‡,‡,‡
2005,New Jersey,state,269,252,276,‡,270,278,251,251,291
2005,New Mexico,state,251,243,263,224,255,264,‡,245,‡
2005,New York,state,265,253,276,221,266,276,242,250,274
2005,North Carolina,state,258,244,267,236,259,267,240,248,275
2005,North Dakota,state,270,260,274,‡,270,272,‡,‡,‡
2005,Ohio,state,267,251,274,‡,267,272,243,245,‡
2005,Oklahoma,state,260,252,267,244,260,265,243,247,‡
2005,Oregon,state,263,252,269,235,265,267,245,245,267
2005,Pennsylvania,state,267,247,276,‡,267,273,239,246,275
2005,Rhode Island,state,261,243,269,215,263,268,243,237,257
2005,South Carolina,state,257,246,268,‡,257,267,242,‡,‡
2005,South Dakota,state,269,259,274,‡,269,272,‡,‡,‡
2005,Tennessee,state,259,246,268,‡,259,265,240,‡,‡
2005,Texas,state,258,247,269,216,261,270,246,248,280
2005,Utah,state,262,254,266,234,264,265,‡,243,266
2005,Vermont,state,269,255,274,‡,269,269,‡,‡,‡
2005,Virginia,state,268,253,273,‡,268,275,251,259,282
2005,Washington,state,265,251,272,224,267,268,255,245,270
2005,West Virginia,state,255,245,263,‡,255,256,236,‡,‡
2005,Wisconsin,state,266,249,272,‡,267,271,236,247,262
2005,Wyoming,state,268,259,272,242,269,270,‡,256,‡
2005,Albuquerque,city,—,—,—,—,—,—,—,—,—
2005,Atlanta,city,240,234,260,‡,240,‡,237,‡,‡
2005,Austin,city,257,240,272,213,262,279,242,243,‡
2005,Baltimore City,city,—,—,—,—,—,—,—,—,—
2005,Boston,city,253,247,274,217,256,274,244,248,280
2005,Charlotte,city,259,242,274,237,261,278,244,248,‡
2005,Chicago,city,249,246,264,216,250,270,240,251,277
2005,Cleveland,city,240,240,‡,‡,240,255,236,248,‡
2005,Dallas,city,—,—,—,—,—,—,—,—,—
2005,Detroit,city,—,—,—,—,—,—,—,—,—
2005,District of Columbia (DCPS),city,238,234,249,‡,238,301,235,247,‡
2005,Fresno,city,—,—,—,—,—,—,—,—,—
2005,Hillsborough County (FL),city,—,—,—,—,—,—,—,—,—
2005,Houston,city,248,243,262,216,252,280,242,245,‡
2005,Jefferson County (KY),city,—,—,—,—,—,—,—,—,—
2005,Los Angeles,city,239,236,254,213,252,261,234,235,262
2005,Miami-Dade,city,—,—,—,—,—,—,—,—,—
2005,Milwaukee,city,—,—,—,—,—,—,—,—,—
2005,New York City,city,251,249,266,216,254,269,241,247,271
2005,Philadelphia,city,—,—,—,—,—,—,—,—,—
2005,San Diego,city,253,243,266,219,262,273,242,241,265
2003,Alabama,state,253,241,265,‡,253,262,237,‡,‡
2003,Alaska,state,256,239,263,227,261,268,249,246,253
2003,Arizona,state,255,241,265,219,261,268,245,240,‡
2003,Arkansas,state,258,250,267,‡,258,266,232,257,‡
2003,California,state,251,237,264,221,258,265,239,237,266
2003,Colorado,state,268,250,274,228,269,275,249,247,275
2003,Connecticut,state,267,245,275,‡,267,275,244,244,282
2003,Delaware,state,265,250,271,‡,265,273,248,246,281
2003,District of Columbia,city,239,232,248,231,239,‡,236,240,‡
2003,Florida,state,257,245,267,225,259,268,239,251,‡
2003,Georgia,state,258,243,269,‡,259,268,244,245,265
2003,Hawaii,state,251,240,259,216,253,259,‡,249,249
2003,Idaho,state,264,254,270,236,266,267,‡,242,‡
2003,Illinois,state,266,249,276,226,268,276,247,250,281
2003,Indiana,state,265,248,272,‡,265,269,244,247,‡
2003,Iowa,state,268,252,273,‡,268,269,245,244,‡
2003,Kansas,state,266,253,273,‡,267,271,243,245,266
2003,Kentucky,state,266,257,273,‡,266,269,245,‡,‡
2003,Louisiana,state,253,245,266,‡,254,267,238,‡,‡
2003,Maine,state,268,258,273,‡,269,269,‡,‡,‡
2003,Maryland,state,262,242,268,‡,263,271,245,251,282
2003,Massachusetts,state,273,251,280,222,274,278,252,246,281
2003,Michigan,state,264,247,272,‡,265,272,242,257,‡
2003,Minnesota,state,268,248,274,226,269,273,243,240,257
2003,Mississippi,state,255,246,266,‡,255,267,243,‡,‡
2003,Missouri,state,267,255,273,‡,268,272,243,‡,‡
2003,Montana,state,270,258,275,‡,270,273,‡,‡,‡
2003,Nebraska,state,266,253,273,‡,267,271,239,241,‡
2003,Nevada,state,252,242,258,218,254,262,233,237,260
2003,New Hampshire,state,271,255,273,‡,271,272,‡,‡,‡
2003,New Jersey,state,268,246,275,‡,269,277,248,248,289
2003,New Mexico,state,252,241,262,228,256,268,246,243,‡
2003,New York,state,265,249,278,216,267,277,246,250,270
2003,North Carolina,state,262,247,270,227,262,271,247,244,267
2003,North Dakota,state,270,259,273,‡,270,272,‡,‡,‡
2003,Ohio,state,267,251,273,‡,267,271,249,268,‡
2003,Oklahoma,state,262,251,271,245,262,267,240,250,‡
2003,Oregon,state,264,254,268,232,266,267,251,249,265
2003,Pennsylvania,state,264,247,271,‡,265,268,243,257,‡
2003,Rhode Island,state,261,245,270,220,263,267,241,238,252
2003,South Carolina,state,258,247,268,‡,258,269,244,‡,‡
2003,South Dakota,state,270,261,274,‡,271,273,‡,‡,‡
2003,Tennessee,state,258,245,265,‡,259,265,239,‡,‡
2003,Texas,state,259,246,269,213,261,272,247,247,272
2003,Utah,state,264,251,269,237,266,268,‡,241,262
2003,Vermont,state,271,255,276,‡,271,271,‡,‡,‡
2003,Virginia,state,268,252,274,‡,268,275,250,266,274
2003,Washington,state,264,248,271,224,266,268,251,246,270
2003,West Virginia,state,260,252,267,‡,260,260,248,‡,‡
2003,Wisconsin,state,266,244,272,‡,268,271,234,244,253
2003,Wyoming,state,267,255,272,234,268,269,‡,255,‡
2003,Albuquerque,city,—,—,—,—,—,—,—,—,—
2003,Atlanta,city,240,235,256,‡,240,‡,237,‡,‡
2003,Austin,city,—,—,—,—,—,—,—,—,—
2003,Baltimore City,city,—,—,—,—,—,—,—,—,—
2003,Boston,city,252,247,265,215,256,273,245,245,274
2003,Charlotte,city,262,244,273,230,264,278,247,244,‡
2003,Chicago,city,248,246,267,212,250,265,243,249,268
2003,Cleveland,city,240,240,‡,‡,241,250,238,‡,‡
2003,Dallas,city,—,—,—,—,—,—,—,—,—
2003,Detroit,city,—,—,—,—,—,—,—,—,—
2003,District of Columbia (DCPS),city,239,232,248,231,239,‡,236,240,‡
2003,Fresno,city,—,—,—,—,—,—,—,—,—
2003,Hillsborough County (FL),city,—,—,—,—,—,—,—,—,—
2003,Houston,city,246,241,256,214,250,270,244,242,‡
2003,Jefferson County (KY),city,—,—,—,—,—,—,—,—,—
2003,Los Angeles,city,234,230,247,205,248,266,233,228,255
2003,Miami-Dade,city,—,—,—,—,—,—,—,—,—
2003,Milwaukee,city,—,—,—,—,—,—,—,—,—
2003,New York City,city,252,248,278,212,255,270,245,247,264
2003,Philadelphia,city,—,—,—,—,—,—,—,—,—
2003,San Diego,city,250,240,262,220,257,269,236,238,260
2002,Alabama,state,253,240,264,‡,253,264,234,‡,‡
2002,Alaska,state,—,—,—,—,—,—,—,—,—
2002,Arizona,state,257,242,266,228,260,267,250,242,‡
2002,Arkansas,state,260,250,268,‡,260,267,238,‡,‡
2002,California,state,250,240,262,221,257,265,242,238,257
2002,Colorado,state,—,—,—,—,—,—,—,—,—
2002,Connecticut,state,267,247,275,‡,268,277,240,239,265
2002,Delaware,state,267,253,275,‡,268,275,252,250,282
2002,District of Columbia,city,240,235,251,‡,241,‡,238,240,‡
2002,Florida,state,261,249,269,224,263,269,244,252,‡
2002,Georgia,state,258,245,267,‡,259,268,246,242,265
2002,Hawaii,state,252,241,259,214,254,263,253,246,249
2002,Idaho,state,266,259,270,239,267,269,‡,247,‡
2002,Illinois,state,‡,‡,‡,‡,‡,‡,‡,‡,‡
2002,Indiana,state,265,253,269,‡,265,267,247,‡,‡
2002,Iowa,state,—,—,—,—,—,—,—,—,—
2002,Kansas,state,269,251,276,‡,270,273,244,253,‡
2002,Kentucky,state,265,253,273,‡,265,267,248,‡,‡
2002,Louisiana,state,256,246,268,‡,256,268,240,‡,‡
2002,Maine,state,270,260,273,‡,270,270,‡,‡,‡
2002,Maryland,state,263,248,269,‡,264,274,246,253,284
2002,Massachusetts,state,271,253,278,‡,271,278,246,246,270
2002,Michigan,state,265,257,270,‡,265,270,242,‡,‡
2002,Minnesota,state,‡,‡,‡,‡,‡,‡,‡,‡,‡
2002,Mississippi,state,255,246,268,‡,255,268,240,‡,‡
2002,Missouri,state,268,257,273,‡,268,271,250,‡,‡
2002,Montana,state,270,261,274,‡,271,273,‡,‡,‡
2002,Nebraska,state,270,260,275,‡,270,273,246,251,‡
2002,Nevada,state,251,240,256,218,254,259,234,237,258
2002,New Hampshire,state,—,—,—,—,—,—,—,—,—
2002,New Jersey,state,—,—,—,—,—,—,—,—,—
